H,
He,3900.0
Li,4200.0
Be,4000.0
B,2000.0
C,500.0
N,500.0
O,500.0
F,1500.0
Ne,
Na,500.0
Mg,500.0
Al,1000.0
Si,1000.0
P,5100.0
S,1000.0
Cl,1000.0
Ar,
K,7200.0
Ca,1500.0
Sc,4500.0
Ti,1600.0
V,3400.0
Cr,4100.0
Mn,1800.0
Fe,1400.0
Co,2700.0
Ni,1500.0
Cu,1500.0
Zn,1900.0
Ga,1900.0
Ge,1900.0
As,4000.0
Se,6000.0
Br,6900.0
Kr,
Rb,6000.0
Sr,3000.0
Y,2600.0
Zr,2600.0
Nb,8800.0
Mo,5300.0
Tc,
Ru,8000.0
Rh,8000.0
Pd,8000.0
Ag,1400.0
Cd,1300.0
In,2000.0
Sn,1600.0
Sb,3400.0
Te,4900.0
I,4800.0
Xe,
Cs,6000.0
Ba,2300.0
La,3100.0
Ce,3100.0
Pr,3100.0
Nd,3100.0
Pm,3100.0
Sm,3100.0
Eu,3100.0
Gd,3100.0
Tb,3100.0
Dy,3100.0
Ho,3100.0
Er,3100.0
Tm,3100.0
Yb,3100.0
Lu,3100.0
Hf,2600.0
Ta,4800.0
W,4300.0
Re,3300.0
Os,9100.0
Ir,9100.0
Pt,9100.0
Au,1000.0
Hg,3100.0
Tl,6500.0
Pb,1800.0
Bi,6000.0
Po,
At,
Rn,
Fr,
Ra,
Ac,
Th,
Pa,
U,
Np,
Pu,
Am,
Cm,
Bk,
Cf,
Es,
Fm,
Md,
No,
Lr,
Rf,
Db,
Sg,
Bh,
Hs,
Mt,
Ds,
Rg,
Cn,
