H 0.666793
He 0.205052
Li 24.335000
Be 5.600000
B 3.030000
C 1.670000
N 1.100000
O 0.802000
F 0.557000
Ne 0.394320
Na 24.110000
Mg 10.766667
Al 6.800000
Si 5.530000
P 3.630000
S 2.900000
Cl 2.180000
Ar 1.641100
K 43.230000
Ca 25.733333
Sc 17.800000
Ti 14.600000
V 12.400000
Cr 11.600000
Mn 9.400000
Fe 8.400000
Co 7.500000
Ni 6.800000
Cu 6.150000
Zn 5.816667
Ga 8.120000
Ge 5.840000
As 4.310000
Se 3.770000
Br 3.050000
Kr 2.484400
Rb 47.270000
Sr 25.550000
Y 22.700000
Zr 17.900000
Nb 15.700000
Mo 12.800000
Tc 11.400000
Ru 9.600000
Rh 8.600000
Pd 4.800000
Ag 6.990000
Cd 7.320000
In 9.650000
Sn 7.060000
Sb 6.600000
Te 5.500000
I 5.025000
Xe 4.044000
Cs 59.420000
Ba 39.700000
La 31.100000
Ce 29.600000
Pr 28.200000
Nd 31.400000
Pm 30.100000
Sm 28.800000
Eu 27.700000
Gd 23.500000
Tb 25.500000
Dy 24.500000
Ho 23.600000
Er 22.700000
Tm 21.800000
Yb 20.900000
Lu 21.900000
Hf 16.200000
Ta 13.100000
W 11.100000
Re 9.700000
Os 8.500000
Ir 7.600000
Pt 6.500000
Au 5.800000
Hg 5.360000
Tl 7.550000
Pb 6.995000
Bi 0.400000
Po 6.800000
At 6.000000
Rn 5.300000
