H 31.000000
He 28.000000
Li 128.000000
Be 96.000000
B 84.000000
C 76.000000
N 71.000000
O 66.000000
F 57.000000
Ne 58.000000
Na 166.000000
Mg 141.000000
Al 121.000000
Si 111.000000
P 107.000000
S 105.000000
Cl 102.000000
Ar 106.000000
K 203.000000
Ca 176.000000
Sc 170.000000
Ti 160.000000
V 153.000000
Cr 139.000000
Mn 139.000000
Fe 132.000000
Co 126.000000
Ni 124.000000
Cu 132.000000
Zn 122.000000
Ga 122.000000
Ge 120.000000
As 119.000000
Se 120.000000
Br 120.000000
Kr 116.000000
Rb 220.000000
Sr 195.000000
Y 190.000000
Zr 175.000000
Nb 164.000000
Mo 154.000000
Tc 147.000000
Ru 146.000000
Rh 142.000000
Pd 139.000000
Ag 145.000000
Cd 144.000000
In 142.000000
Sn 139.000000
Sb 139.000000
Te 138.000000
I 139.000000
Xe 140.000000
Cs 244.000000
Ba 215.000000
La 207.000000
Ce 204.000000
Pr 203.000000
Nd 201.000000
Pm 199.000000
Sm 198.000000
Eu 198.000000
Gd 196.000000
Tb 194.000000
Dy 192.000000
Ho 192.000000
Er 189.000000
Tm 190.000000
Yb 187.000000
Lu 187.000000
Hf 175.000000
Ta 170.000000
W 162.000000
Re 151.000000
Os 144.000000
Ir 141.000000
Pt 136.000000
Au 136.000000
Hg 132.000000
Tl 145.000000
Pb 146.000000
Bi 148.000000
Po 140.000000
At 150.000000
Rn 150.000000
