H 194.000000
He 225.000000
Li 229.000000
Be 194.000000
B 166.000000
C 194.000000
N 194.000000
O 12.000000
F 15.000000
Ne 225.000000
Na 229.000000
Mg 194.000000
Al 225.000000
Si 227.000000
P 2.000000
S 70.000000
Cl 64.000000
Ar 225.000000
K 229.000000
Ca 225.000000
Sc 194.000000
Ti 194.000000
V 229.000000
Cr 229.000000
Mn 217.000000
Fe 229.000000
Co 194.000000
Ni 225.000000
Cu 225.000000
Zn 194.000000
Ga 64.000000
Ge 225.000000
As 166.000000
Se 14.000000
Br 64.000000
Kr 225.000000
Rb 229.000000
Sr 225.000000
Y 194.000000
Zr 194.000000
Nb 229.000000
Mo 229.000000
Tc 194.000000
Ru 194.000000
Rh 225.000000
Pd 225.000000
Ag 225.000000
Cd 194.000000
In 139.000000
Sn 141.000000
Sb 166.000000
Te 152.000000
I 64.000000
Xe 225.000000
Cs 229.000000
Ba 229.000000
La 194.000000
Ce 194.000000
Pr 194.000000
Nd 194.000000
Pm 194.000000
Sm 166.000000
Eu 229.000000
Gd 194.000000
Tb 194.000000
Dy 194.000000
Ho 194.000000
Er 194.000000
Tm 194.000000
Yb 225.000000
Lu 194.000000
Hf 194.000000
Ta 229.000000
W 229.000000
Re 194.000000
Os 194.000000
Ir 225.000000
Pt 225.000000
Au 225.000000
Hg 166.000000
Tl 194.000000
Pb 225.000000
Bi 12.000000
Po 221.000000
At nan
Rn nan
Fr nan
Ra 229.000000
Ac 225.000000
Th 225.000000
Pa 139.000000
U 63.000000
Np 62.000000
Pu 11.000000
Am 194.000000
Cm 194.000000
Bk 194.000000
Cf 194.000000
Es nan
Fm nan
Md nan
No nan
Lr nan
Rf nan
Db nan
Sg nan
Bh nan
Hs nan
Mt nan
Ds nan
Rg nan
Cn nan
