H 1.000000
He 2.000000
Li 3.000000
Be 4.000000
B 5.000000
C 6.000000
N 7.000000
O 8.000000
F 9.000000
Ne 10.000000
Na 11.000000
Mg 12.000000
Al 13.000000
Si 14.000000
P 15.000000
S 16.000000
Cl 17.000000
Ar 18.000000
K 19.000000
Ca 20.000000
Sc 21.000000
Ti 22.000000
V 23.000000
Cr 24.000000
Mn 25.000000
Fe 26.000000
Co 27.000000
Ni 28.000000
Cu 29.000000
Zn 30.000000
Ga 31.000000
Ge 32.000000
As 33.000000
Se 34.000000
Br 35.000000
Kr 36.000000
Rb 37.000000
Sr 38.000000
Y 39.000000
Zr 40.000000
Nb 41.000000
Mo 42.000000
Tc 43.000000
Ru 44.000000
Rh 45.000000
Pd 46.000000
Ag 47.000000
Cd 48.000000
In 49.000000
Sn 50.000000
Sb 51.000000
Te 52.000000
I 53.000000
Xe 54.000000
Cs 55.000000
Ba 56.000000
La 57.000000
Ce 58.000000
Pr 59.000000
Nd 60.000000
Pm 61.000000
Sm 62.000000
Eu 63.000000
Gd 64.000000
Tb 65.000000
Dy 66.000000
Ho 67.000000
Er 68.000000
Tm 69.000000
Yb 70.000000
Lu 71.000000
Hf 72.000000
Ta 73.000000
W 74.000000
Re 75.000000
Os 76.000000
Ir 77.000000
Pt 78.000000
Au 79.000000
Hg 80.000000
Tl 81.000000
Pb 82.000000
Bi 83.000000
Po 84.000000
At 85.000000
Rn 86.000000
Fr 87.000000
Ra 88.000000
Ac 89.000000
Th 90.000000
Pa 91.000000
U 92.000000
Np 93.000000
Pu 94.000000
Am 95.000000
Cm 96.000000
Bk 97.000000
Cf 98.000000
Es 99.000000
Fm 100.000000
Md 101.000000
No 102.000000
Lr 103.000000
Rf 104.000000
Db 105.000000
Sg 106.000000
Bh 107.000000
Hs 108.000000
Mt 109.000000
Ds 110.000000
Rg 111.000000
Cn 112.000000
